160551,ANDERSON FERREIRA RODRIGUES,ANDERSON FERREIRA,PE,PR,91.2,64,0,8,33733,0.00483799247028133
73891,DARCISIO PAULO PERONDI,DARCISIO PERONDI,RS,PMDB,91.2,846,5,16,33733,0.0284054190258797
160572,JORGE WICKS CORTE REAL,JORGE CORTE REAL,PE,PTB,91.2,174,0,8,33733,0.0080988942578484
178868,LUIZ ODORICO MONTEIRO DE ANDRADE,ODORICO MONTEIRO,CE,PT,91.2,128,0,4,33733,0.00661666617259064
160602,ARNALDO JORDY FIGUEIREDO,ARNALDO JORDY,PA,PPS,91.2,757,0,8,33733,0.0253816737319539
74040,BENJAMIN GOMES MARANHAO NETO,BENJAMIN MARANHAO,PB,SD,91.2,341,2,12,33733,0.0132274034328402
141422,EFRAIM DE ARAUJO MORAIS FILHO,EFRAIM FILHO,PB,DEM,91.2,847,2,12,33733,0.0282275516556488
146788,MARCELO GUILHERME DE ARO FERREIRA,MARCELO ARO,MG,PHS,91.2,85,0,4,33733,0.00534195001926896
150418,MARCIO CARLOS MARINHO,MARCIO MARINHO,BA,PRB,91.2,243,1,12,33733,0.0102925918240299
73463,OSMAR JOSE SERRAGLIO,OSMAR SERRAGLIO,PR,PMDB,91.2,1560,6,16,33733,0.0496012806450657
160515,RONALDO JOSE BENEDET,RONALDO BENEDET,SC,PMDB,91.2,129,2,8,33733,0.00682417810452672
160655,RICARDO IZAR JUNIOR,RICARDO IZAR,SP,PSD,91.2,403,2,8,33733,0.0149467880117392
141536,ROMULO JOSE DE GOUVEIA,ROMULO GOUVEIA,PB,PSD,91.2,991,1,8,33733,0.0323481457326653
178945,ROSANGELA DE SOUZA GOMES,ROSANGELA GOMES,RJ,PRB,91.2,109,1,4,33733,0.00608306406189784
141384,ANTONIO CARLOS VALADARES FILHO,VALADARES FILHO,SE,PSB,91.2,213,1,12,33733,0.00940325497287523
181316,ELIZEU DIONIZIO SOUZA  DA SILVA,ELIZEU DIONIZIO,MS,PSDB,91.6666666666667,153,0,4,33733,0.00737161434401526
92699,FERNANDO MONTEIRO DE ALBUQUERQUE,FERNANDO MONTEIRO,PE,PP,91.869918699187,94,0,4,33733,0.00562861052083085
